creditamount,country,gender,age,salary,leave
466,France,Female,41,178994.13,1
782,France,Male,36,195681.43,0
611,France,Male,64,53277.15,0
621,Germany,Male,40,172490.78,1
604,Spain,Male,41,11819.84,0
655,Spain,Female,35,82900.25,0
689,Spain,Male,38,82709.8,0
681,Spain,Male,30,180593.45,0
643,Germany,Male,41,172363.41,0
617,France,Female,24,91195.12,0
638,Spain,Female,55,108987.25,1
743,France,Male,39,44265.28,0
828,Germany,Female,25,116613.26,0
776,Spain,Male,35,148527.56,0
540,Germany,Male,35,84239.46,0
616,Germany,Female,45,62002.04,0
628,Germany,Male,38,46044.48,1
667,Spain,Female,23,169669.33,1
615,France,Male,30,156346.84,0
543,France,Male,30,157711.18,0
553,France,Female,31,89087.4,0
554,Germany,Male,26,8742.36,0
684,Spain,Female,36,117038.96,0
452,France,Female,35,164241.67,0
606,France,Male,47,137720.56,1
629,France,Male,40,106.67,0
659,Spain,Female,33,1539.21,0
493,France,Female,33,59659.53,0
794,France,Female,62,173586.63,1
554,France,Female,44,126033.9,0
796,Germany,Female,52,62808.93,1
807,France,Female,36,147007.33,0
500,Germany,Male,44,196261.64,0
722,Spain,Male,43,44560.17,1
559,Spain,Female,40,18917.95,0
584,Spain,Female,38,4525.4,0
834,Germany,Female,68,93112.2,0
754,Spain,Male,35,9658.41,0
590,France,Male,43,182627.25,1
740,France,Male,36,13177.4,0
502,Germany,Female,57,43568.31,1
733,France,Male,48,117830.57,0
755,Germany,Female,37,117396.25,0
554,Spain,Female,46,96929.24,1
534,France,Male,36,36275.94,0
656,Spain,Male,33,116706,0
575,Germany,Male,49,168080.53,1
480,Spain,Male,47,25887.89,1
575,France,Male,40,122488.59,0
672,France,Female,40,113171.61,1
758,Spain,Female,35,100365.51,0
682,France,Male,50,124151.37,0
501,France,Female,29,112664.24,0
746,Germany,Male,34,183494.87,0
556,France,Female,51,198810.65,1
823,Germany,Female,53,131259.6,1
491,Germany,Female,68,116471.14,1
638,France,Female,29,15336.4,0
734,France,Male,45,99593.28,0
555,France,Male,40,170514.21,0
745,Germany,Female,44,34265.08,1
728,France,Male,37,106977.53,1
626,France,Male,44,164287.86,0
681,Germany,Male,37,25292.53,0
478,France,Female,38,51820.87,1
709,France,Male,38,81452.29,0
562,Germany,Male,33,1354.25,0
769,Germany,Female,34,71379.92,1
684,Germany,Female,46,154137.33,0
536,France,Female,61,64308.49,1
631,Germany,Female,29,31613.35,0
657,Spain,Male,34,27738.01,0
699,Germany,Male,59,163570.25,0
606,Spain,Male,38,193878.51,0
612,France,Female,63,147545.65,0
660,France,Female,38,195906.59,0
829,Spain,Male,50,178458.86,0
567,Spain,Male,29,156125.72,0
850,France,Female,33,11159.19,0
712,Spain,Female,44,45738.94,0
562,France,Male,30,140650.19,0
755,France,Female,29,4733.94,0
793,Spain,Male,25,10579.72,0
471,Spain,Male,26,179655.87,0
707,France,Male,42,77502.56,0
784,Spain,Male,38,145759.93,0
703,France,Male,32,56246.72,0
704,Spain,Male,36,151335.24,0
662,France,Male,38,179833.45,0
636,Germany,Female,28,191627.85,0
640,Spain,Male,36,173016.46,0
739,Spain,Male,31,58469.75,0
767,Germany,Male,23,28038.28,0
753,Germany,Female,46,159576.75,1
714,France,Male,37,151280.96,0
707,France,Male,29,139953.94,0
577,France,Female,35,105407.79,0
633,France,Female,42,56865.62,0
849,Germany,Male,41,198072.16,0
614,Spain,Female,41,137791.18,0
558,France,Female,47,103787.28,0
832,France,Female,27,30912.89,0
567,France,Female,26,78651.55,0
587,Germany,Female,45,123309.57,1
712,Spain,Female,79,174118.93,0
655,Spain,Female,29,85736.26,0
641,France,Female,42,121138.77,0
676,France,Male,35,84199.78,0
472,France,Male,29,181224.56,0
644,Germany,Male,34,141230.07,0
598,France,Male,38,158111.71,0
792,Spain,Male,25,130639.01,0
700,France,Female,37,17040.82,0
616,France,Male,34,25662.27,0
743,Spain,Male,35,193360.69,0
427,France,Male,37,121485.1,0
731,France,Male,29,162452.65,0
610,France,Female,31,141137.53,0
724,Spain,Female,41,185541.2,1
653,Spain,Female,38,118383.18,0
774,France,Male,49,8214.41,0
547,Germany,Male,49,46521.45,1
719,Spain,Male,50,10772.13,0
740,Spain,Male,43,199290.68,1
543,France,Male,42,85983.54,1
688,Germany,Male,45,129870.93,0
474,France,Female,30,63158.22,0
505,Germany,Male,43,171070.52,0
688,France,Female,39,53222.15,1
650,Germany,Female,55,179834.45,1
610,France,Male,37,114514.64,0
705,Spain,Female,46,139162.15,0
669,France,Female,29,50249.16,0
650,Spain,Male,20,113469.65,0
550,Germany,Male,29,147484.13,0
595,Germany,Female,45,191448.96,1
572,Spain,Female,26,119381.41,0
622,Spain,Female,58,33277.31,0
662,Spain,Male,20,73107.53,0
783,Germany,Female,58,96590.39,1
714,Spain,Male,44,6923.11,0
671,Germany,Male,51,176403.33,1
600,France,Female,32,64349.6,0
847,Spain,Female,37,116097.26,0
650,Spain,Male,55,29861.13,0
710,Spain,Female,28,48426.98,0
682,France,Female,33,32770.56,0
642,France,Male,26,117060.2,0
536,Spain,Female,28,136197.65,0
754,France,Female,47,27438.83,0
678,France,Male,60,192156.54,1
533,Germany,Female,49,69409.37,1
741,Germany,Male,38,58440.43,0
757,France,Male,31,192519.39,0
721,France,Male,40,144874.67,0
700,France,Male,37,175373.46,0
663,France,Male,26,440.2,0
677,Spain,Female,35,76637.38,0
655,France,Male,27,49480.66,0
832,Spain,Male,29,10417.87,0
721,Spain,Female,46,67976.57,0
542,Spain,Male,54,140929.98,1
654,Spain,Female,54,47139.06,0
821,Spain,Female,38,126241.4,1
508,France,Female,38,22614.19,0
588,Germany,Female,42,48498.19,0
691,Germany,Male,38,103511.26,0
664,France,Male,40,122073.48,0
439,France,Female,66,65535.56,0
479,Spain,Male,37,160060.9,0
850,France,Female,55,155879.57,1
518,France,Male,40,194416.58,0
717,Germany,Female,64,21630.21,0
698,France,Female,51,157143.61,1
850,France,Male,34,52796.31,0
700,Spain,Male,47,121798.52,1
626,France,Female,29,41104.82,0
774,Spain,Male,32,10604.48,0
719,Spain,Female,48,78563.66,0
646,Spain,Male,31,170821.43,1
485,France,Female,25,113266.09,0
784,Germany,Male,38,171768.76,0
850,Germany,Male,32,54416.18,0
669,France,Female,38,130755.34,0
731,Spain,Male,70,141180.66,0
721,France,Female,49,183421.76,0
515,France,Female,37,132770.11,0
774,France,Female,35,24400.37,0
585,Spain,Male,36,180318.6,0
695,France,Female,29,111565.45,0
729,Germany,Female,42,2002.5,0
713,France,Female,42,82565.01,0
555,Spain,Male,33,121789.3,0
699,Spain,Female,50,193785.87,0
587,France,Male,55,64593.07,0
762,Spain,Female,69,196993.69,0
510,France,Male,44,175518.31,0
842,Spain,Male,46,17268.02,0
608,France,Male,31,60901.72,0
850,France,Female,36,100750.03,0
642,France,Male,36,195224.91,0
850,France,Male,33,3510.18,0
455,Spain,Female,43,81250.79,0
726,France,Male,29,91844.14,1
544,Spain,Male,30,80676.83,0
651,Germany,Male,31,129912.74,0
814,France,Female,31,142029.17,0
537,France,Male,39,137651.6,0
553,France,Male,37,33877.29,0
800,Spain,Male,38,78744.39,0
791,France,Male,34,96734.46,0
699,Spain,Female,29,164756.81,0
756,France,Female,28,164394.65,0
591,Spain,Female,27,162501.83,1
850,Germany,Male,22,10541.38,0
760,Germany,Male,34,59325.21,0
569,Spain,Male,43,178187.28,0
661,Spain,Female,35,142626.49,0
670,France,Female,31,181893.31,1
694,France,Male,38,156858.2,0
728,France,Female,28,33074.51,0
764,Germany,Female,39,50072.94,1
639,France,Male,32,111340.36,0
683,France,Female,30,100496.84,1
663,Spain,Male,30,101371.05,0
826,Spain,Male,41,180934.67,0
735,Spain,Male,36,105152.17,0
682,France,Female,58,706.5,0
663,France,Female,39,101168.9,0
562,Spain,Female,29,6795.61,0
696,France,Male,27,196111.35,0
850,Spain,Male,38,171960.76,0
719,France,Female,22,177497.4,0
804,France,Female,71,147995.96,0
604,France,Male,40,36209.1,0
782,Spain,Female,27,143614.01,0
512,Germany,Male,42,14828.54,0
569,France,Male,36,154775.7,0
597,Germany,Female,22,70529,1
753,Germany,Male,30,57896.27,0
430,France,Female,33,69759.91,0
756,France,Male,28,89938.08,0
493,France,Male,38,89578.32,0
777,Germany,Female,37,73464.88,0
779,Spain,Female,38,138542.87,0
702,Spain,Female,38,161888.63,0
551,France,Male,35,86937.2,0
749,Germany,Male,22,42241.54,0
742,Germany,Male,55,121207.66,1
752,Germany,Male,29,102930.46,0
740,Germany,Female,57,65121.63,1
576,France,Male,24,78498.04,1
637,Spain,Male,43,104769.96,0
724,France,Male,28,96498.14,0
685,France,Male,20,38691.34,0
625,France,Female,38,164804.02,0
571,Germany,Male,37,104152.65,1
584,Spain,Female,29,88866.92,0
550,France,Female,22,129890.94,0
662,Spain,Female,72,179258.67,0
803,Spain,Male,43,72051.44,0
615,France,Male,66,74580.8,0
481,Spain,Male,39,123995.15,0
701,France,Male,23,38960.59,0
751,France,Male,29,94951.27,0
675,France,Male,35,56642.97,0
733,Germany,Male,40,50783.1,0
822,France,Male,38,9149.96,1
559,France,Female,46,21006.1,1
731,Germany,Female,49,33759.41,1
678,France,Female,41,196622.28,1
645,France,Female,68,176353.87,1
701,France,Male,29,176943.59,0
554,Spain,Male,26,177966.24,0
723,France,Male,30,162198.32,0
766,Germany,Male,44,197643.24,0
597,France,Female,24,60420.07,0
574,France,Male,41,70550,0
655,Germany,Female,40,198798.44,1
780,Germany,Female,37,126310.39,1
672,Spain,Male,43,64515.5,0
717,France,Male,38,158580.05,0
521,France,Female,32,129353.21,0
633,France,Male,59,137273.97,0
669,France,Male,39,171575.54,0
740,France,Male,44,96528,1
462,Germany,Female,24,64421.02,0
619,France,Male,39,158444.61,0
665,France,Female,44,66548.58,0
655,Spain,Female,27,108008.05,0
463,Spain,Male,20,128268.39,0
799,France,Female,63,37464,1
713,Spain,Female,48,157381.14,1
807,Germany,Female,31,194257.11,0
728,France,Male,38,139059.05,0
582,France,Male,52,40893.61,0
704,Germany,Female,35,40261.49,0
714,France,Female,26,46203.31,0
628,France,Male,30,13126.9,0
809,Germany,Male,41,165675.01,0
547,Spain,Female,44,5459.07,1
560,France,Female,27,131919.48,0
811,France,Male,31,182372.35,0
584,France,Male,26,147600.54,0
691,France,Male,28,92865.41,0
680,Germany,Male,34,67142.97,1
588,Germany,Male,33,65611.01,0
721,Germany,Male,40,138564.48,1
850,France,Male,47,187391.02,1
529,France,Male,32,33656.35,0
622,France,Male,43,100618.17,0
683,France,Female,42,198134.9,0
575,France,Male,29,50368.87,0
577,Spain,Female,40,108787,0
510,Germany,Male,31,33099.41,1
652,Spain,Female,40,124550.88,0
569,Germany,Female,28,5159.21,1
687,Spain,Male,31,48228.1,0
822,France,Male,32,108798.36,0
656,Germany,Female,23,21085.12,0
745,Germany,Male,51,28922.25,0
386,Spain,Female,53,62514.65,1
684,Spain,Female,41,177506.66,0
635,Spain,Female,38,90605.05,0
582,France,Male,30,132029.95,0
613,Spain,Male,19,176903.35,0
795,Germany,Female,56,29239.29,1
659,France,Female,32,153662.88,0
745,France,Female,28,154389.18,0
604,Spain,Female,41,166224.39,0
509,Germany,Male,32,21646.2,0
706,Germany,Female,29,171037.63,0
619,Spain,Female,44,112649.22,1
572,Germany,Male,51,193014.26,1
695,France,Male,36,118120.88,0
543,France,Female,71,25650.04,0
640,France,Female,33,113048.79,0
672,France,Male,39,87372.49,0
701,France,Male,39,146651.99,0
634,Spain,Male,25,8227.91,0
531,Spain,Female,42,57034.35,0
699,France,Male,27,93003.21,0
605,France,Female,51,165574.54,1
534,France,Female,49,13566.48,1
449,Spain,Female,31,82796.29,0
684,Spain,Female,36,119830.08,0
622,Germany,Male,42,72155.85,1
714,France,Female,40,62762.12,0
712,Spain,Female,48,183235.33,0
783,France,Female,72,105206.48,0
743,Germany,Male,45,22512.44,1
683,France,Male,36,122305.91,0
654,Spain,Male,40,173617.09,0
700,France,Male,37,160670.37,0
744,Spain,Male,31,158958.9,0
645,Germany,Male,25,93073.04,0
525,Spain,Male,36,67238.01,0
732,France,Male,25,172576.56,0
721,France,Female,40,122580.48,0
622,France,Male,32,149043.78,0
654,Germany,Male,31,105218.45,0
529,France,Female,43,78463.99,1
720,Spain,Female,59,160849.43,1
850,Germany,Female,25,87834.24,0
667,Germany,Male,27,166317.71,0
620,France,Male,41,137309.06,0
616,France,Male,29,166984.44,0
637,Germany,Female,46,166996.46,1
710,Spain,Female,29,188022.44,0
717,Spain,Male,33,194467.23,0
786,Germany,Male,24,125449.47,0
651,France,Female,39,137452.57,0
530,France,Female,55,123475.88,1
815,Spain,Female,57,38941.44,1
715,Germany,Female,34,177852.57,1
496,Germany,Female,55,31532.96,1
680,Spain,Male,42,136377.21,0
646,France,Female,51,130541.1,0
807,Germany,Male,47,65636.92,0
727,France,Male,47,193305.35,0
787,France,Male,25,47307.9,0
806,France,Male,34,100809.99,0
603,France,Male,31,109145.2,0
649,Spain,Male,32,91167.19,1
547,Germany,Male,41,175295.89,1
684,Germany,Male,32,127433.47,0
477,France,Female,57,71167.17,1
558,Germany,Male,41,111184.67,0
695,France,Female,23,141756.32,0
592,Spain,Male,35,72678.75,1
789,France,Male,31,172832.9,0
597,France,Female,29,158086.33,0
839,Germany,Male,47,168184.62,1
405,Germany,Male,31,72950.14,0
658,France,Male,39,48378.4,0
684,Germany,Male,42,23135.65,1
633,France,Male,35,65675.47,0
589,France,Male,46,170676.67,0
750,Germany,Female,37,27366.77,0
771,Spain,Male,51,152479.64,1
812,Germany,Male,33,105383.49,0
539,Spain,Male,39,48189.94,0
670,Germany,Female,42,100324.01,0
673,France,Male,41,65657.29,0
538,France,Female,62,17682.02,1
575,Spain,Male,52,111342.66,1
682,France,Male,41,134158.09,1
712,France,Male,33,79176.09,1
598,Spain,Female,39,83103.46,0
776,Spain,Male,30,63908.86,0
606,Spain,Female,23,90896.04,0
686,Spain,Male,38,76076.2,0
850,Spain,Male,38,103902.11,0
642,France,Male,72,142223.94,0
606,Germany,Male,27,147533.09,0
627,France,Female,21,169156.64,0
850,Spain,Male,36,141242.57,0
850,Germany,Male,32,149458.73,0
724,France,Female,40,86950.72,0
579,France,Male,28,176925.69,0
727,Spain,Male,28,40357.39,0
813,Germany,Female,36,26687.22,1
642,France,Male,48,78702.98,1
669,Spain,Male,22,176163.74,0
574,Germany,Male,54,4896.11,1
774,France,Female,32,114899.13,0
735,France,Female,38,92220.12,1
639,Spain,Female,27,6251.3,0
738,Spain,Male,44,43018.82,1
835,France,Male,32,27548.06,0
637,Spain,Female,44,120454.2,0
589,Germany,Male,48,133961.19,0
591,France,Male,42,131753.97,0
723,France,Female,40,38019.74,0
831,Germany,Male,44,28144.07,1
733,Spain,Male,35,45959.86,0
731,France,Female,30,189528.72,0
654,France,Male,47,170481.98,0
828,France,Male,37,94845.45,0
590,Spain,Male,22,161253.08,0
657,France,Male,37,115260.72,0
531,Germany,Female,64,60721.4,0
516,France,Female,47,121365.45,0
561,France,Male,37,101693.73,0
682,Spain,Female,54,54132.93,0
575,Spain,Male,28,10666.05,0
623,France,Female,28,41227.67,0
642,France,Female,40,10712.82,0
779,France,Female,48,98912.69,1
671,France,Female,42,197202.48,0
495,France,Female,40,150720.39,0
850,France,Female,28,74780.13,0
630,France,Male,50,79377.45,0
588,France,Male,32,8763.87,0
562,Germany,Male,35,177112.7,0
740,Spain,Female,56,85016.64,1
695,France,Male,28,88689.4,0
589,France,Female,39,95985.64,0
607,France,Female,31,166792.71,0
794,France,Male,35,68730.91,0
580,Germany,Male,44,146891.07,1
644,Germany,Female,44,148727.42,0
636,Spain,Female,36,43134.58,0
599,Germany,Male,36,40318.33,0
507,France,Female,35,97633.93,0
682,France,Female,48,65069.03,0
714,France,Female,24,166335,0
696,France,Female,25,121904.44,0
599,Spain,Male,51,175235.99,0
577,France,Male,37,56185.05,0
733,Spain,Female,32,131625.14,0
647,France,Female,33,152323.04,0
831,France,Female,34,165840.94,0
543,Germany,Male,30,176692.65,0
679,France,Male,34,121904.14,0
713,Germany,Female,61,123663.63,0
690,Germany,Male,43,119644.59,1
751,France,Male,29,66825.33,0
613,Germany,Female,43,94875.03,1
701,Spain,Male,28,76304.73,0
698,France,Male,33,39755,0
451,France,Female,36,180142.42,0
665,France,Male,28,83238.4,0
726,Germany,Male,50,5078.9,0
608,Germany,Female,44,132424.69,1
549,France,Female,46,109057.56,0
803,France,Male,33,115676.61,0
663,France,Male,43,149401.33,0
558,France,Female,45,89891.4,1
714,France,Female,25,82500.84,0
704,France,Male,39,6416.92,0
805,Germany,Female,45,189428.75,1
659,Germany,Male,34,178833.34,0
738,Germany,Male,62,42766.03,0
635,Spain,Male,35,90883.12,0
530,Spain,Female,36,80619.09,0
661,Germany,Male,41,120646.4,0
531,Spain,Male,31,41409.36,0
694,France,Female,29,112317.89,0
731,France,Female,36,152128.36,0
556,France,Female,36,177670.57,0
647,Germany,Female,41,189159.97,0
850,Germany,Male,32,159403.68,0
573,Spain,Male,33,149536.15,0
591,France,Male,45,155492.87,0
723,France,Male,21,24847.02,0
617,France,Male,25,115387.4,0
704,Germany,Female,39,171971.25,1
457,Germany,Male,42,126106.4,0
787,Germany,Female,38,28228.35,0
651,France,Female,34,138113.71,0
612,Germany,Male,42,43018.98,0
828,Spain,Male,47,83611.45,1
724,France,Female,34,118863.38,0
648,Germany,Male,44,91947.74,0
569,Spain,Male,35,94488.82,0
765,Germany,Female,34,47058.21,0
577,Germany,Female,44,44719.5,1
603,Spain,Male,46,174478.54,0
568,Spain,Male,28,45611.51,0
748,Germany,Male,45,73853.94,1
573,Spain,Male,38,196517.43,0
771,Spain,Female,41,92914.67,0
763,France,Male,35,31372.91,0
410,France,Female,35,109733.73,0
728,France,Male,33,36083.96,0
655,Spain,Female,78,188435.38,0
580,Germany,Female,36,169963.2,1
712,France,Male,35,69320.97,0
680,France,Male,31,36145.53,0
383,Spain,Female,48,137702.01,1
721,France,Male,35,71594.26,0
620,France,Female,42,65565.92,0
774,Spain,Female,36,101828.39,0
563,France,Male,35,39546.32,0
850,Germany,Female,27,110805.79,0
681,France,Male,47,2168.13,0
631,France,Female,31,190067.12,0
614,Spain,Female,40,77789.01,0
704,Spain,Male,24,127654.37,0
786,France,Male,32,79602.86,0
534,France,Female,53,80619.17,0
590,Spain,Male,34,160346.3,0
583,Spain,Female,40,109638.78,1
656,France,Female,75,1276.87,0
597,France,Male,33,49374.82,0
588,Germany,Female,48,31580.8,1
667,Germany,Male,32,20560.69,0
627,France,Male,37,84584.69,0
708,France,Female,33,15246.83,0
641,France,Male,65,32607.77,1
527,Germany,Female,28,155846.69,0
592,France,Male,37,3232.82,0
465,France,Male,33,177668.55,0
628,France,Male,39,134441.6,0
678,France,Male,43,111032.79,1
570,France,Female,61,45214.04,0
815,France,Male,37,67208.3,0
817,France,Female,37,80985.88,0
717,France,Male,35,167573.06,0
641,France,Female,53,160110.65,0
624,France,Male,51,127825.25,0
579,Germany,Male,49,123535.05,0
698,France,Male,38,41595.3,0
645,France,Male,32,97628.08,0
691,France,Male,34,91359.79,0
638,France,Male,34,97755.29,0
705,France,Female,31,182528.44,0
720,France,Male,33,142956.48,0
553,Spain,Male,44,10789.3,0
658,France,Female,29,130461.09,0
648,Germany,Female,32,190994.48,1
636,Spain,Male,45,159463.8,0
527,Germany,Female,41,57589.29,0
717,Germany,Female,28,40437.67,0
614,Spain,Male,39,56459.45,0
737,France,Male,43,39920,1
587,Spain,Male,51,148798.45,0
682,France,Female,35,63737.19,1
710,France,Male,38,154997.64,0
507,France,Male,42,34777.23,0
609,Germany,Male,33,93718.16,0
786,France,Male,32,133112.41,0
688,France,Male,38,175479.92,1
710,France,Male,38,96.27,0
779,Spain,Male,33,30804.68,0
733,France,Female,44,197193.49,0
583,Germany,Female,26,96792.15,0
627,France,Male,41,132719.8,0
666,Germany,Male,31,112157.31,0
620,Spain,Male,38,38015.34,0
614,Spain,Female,39,164018.98,0
606,France,Male,40,46774.94,0
700,Germany,Female,39,189664.43,0
677,Germany,Male,34,26106.39,1
850,Germany,Male,36,191535.11,1
564,France,Male,35,158937.55,0
771,Spain,Female,56,25222.6,1
620,Spain,Male,42,29296.74,0
610,Spain,Male,46,54394.28,0
609,Spain,Male,39,9234.06,0
683,Germany,Male,35,26796.73,0
633,Germany,Male,42,11796.89,0
676,Germany,Male,28,128461.29,0
693,France,Male,38,14278.18,0
709,France,Male,36,46811.77,0
569,Germany,Male,35,109393.19,1
684,Spain,Female,38,3966.5,1
565,France,Male,34,63173.64,0
681,France,Male,29,66367.33,0
503,Spain,Female,36,16274.67,0
656,France,Male,40,180553.48,0
566,Germany,Male,65,107563.16,1
592,France,Female,62,100941.57,0
687,Spain,Female,50,110230.4,0
686,Spain,Male,22,142331.85,0
616,Spain,Male,30,199099.51,0
494,Spain,Male,67,85890.16,0
534,France,Male,38,143938.27,0
695,Spain,Female,31,131644.41,0
579,Spain,Female,31,112395.98,0
432,Germany,Male,38,71856.3,0
816,Germany,Female,25,35770.84,0
730,France,Female,37,124364.63,0
593,France,Female,35,78101.29,0
715,Germany,Female,37,143096.49,1
775,Germany,Male,25,14073.11,0
539,France,Male,38,47388.41,0
576,Spain,Male,19,72306.07,0
617,Spain,Male,50,184839.7,1
688,France,Male,40,47886.44,0
608,France,Male,33,130474.03,0
597,Spain,Male,35,73181.39,1
670,France,Female,42,65706.86,0
616,Germany,Female,57,104379.36,0
579,Germany,Female,50,192146.63,1
786,France,Male,37,66977.68,0
704,Spain,Female,44,158742.81,0
796,France,Female,50,189414.74,0
598,Spain,Male,39,159130.32,0
602,France,Male,49,97640.2,0
619,France,Male,58,86022.09,0
492,Germany,Female,52,10014.72,1
641,Germany,Male,41,17384.21,0
518,France,Female,27,143315.57,0
623,Spain,Female,40,31669.18,0
733,France,Female,28,12761.16,0
625,Germany,Male,42,93429.95,0
759,France,Female,31,42012.55,0
604,France,Female,32,15798.7,0
512,Spain,Female,46,56408.14,0
520,France,Female,29,4696.44,0
805,Spain,Male,26,25042.1,0
626,France,Male,43,130442.08,1
656,France,Male,38,136521.82,0
785,Spain,Male,41,199108.88,0
553,France,Male,31,124596.63,0
569,France,Female,44,134394.78,0
670,France,Male,38,144275.39,0
586,Spain,Male,42,123410.23,0
617,Spain,Female,45,143298.06,0
508,France,Female,60,129562.74,0
624,Spain,Female,35,4595.05,0
654,France,Male,29,146715.07,0
681,Germany,Female,44,163558.36,0
578,Spain,Male,28,6947.09,0
621,Spain,Female,37,9170.54,0
632,France,Male,40,199674.83,0
644,France,Male,44,157166.79,1
821,France,Male,28,46072.52,0
754,France,Female,38,3524.69,0
568,Spain,Female,27,45563.94,0
584,France,Male,33,59103.13,0
549,France,Female,29,189558.44,0
729,France,Female,38,45779.9,0
523,France,Male,61,21859.06,0
477,Germany,Female,24,162699.7,1
675,Germany,Male,42,8567.18,0
782,Spain,Female,41,132943.88,0
616,Spain,Female,36,12916.32,1
738,Spain,Female,37,128799.86,0
717,Spain,Female,42,99347.8,1
526,Germany,Female,35,40980.87,1
660,France,Male,19,40368.65,0
525,France,Male,35,94738.54,0
629,Spain,Male,29,88842.8,0
616,Germany,Female,36,136934.91,0
521,Germany,Female,61,109356.53,0
691,France,Female,29,199635.93,0
687,Germany,Female,41,158408.23,0
677,Spain,Female,43,95936.84,0
695,Spain,Male,63,126688.83,1
663,France,Female,27,150850.29,0
496,France,Male,30,27802,0
747,Spain,Male,41,32430.94,1
546,France,Female,52,137332.37,1
706,Spain,Male,68,28601.68,0
472,France,Female,26,108411.66,0
703,France,Female,40,122518.5,0
850,France,Female,38,9015.07,0
667,Spain,Male,71,94433.08,1
559,France,Male,33,110371.84,0
636,Spain,Male,60,141364.62,1
672,France,Female,34,16245.25,0
667,France,Male,42,108348.94,1
648,Germany,Male,33,171668.2,0
497,France,Male,32,67364.42,0
743,France,Female,73,107867.38,0
619,France,Male,29,194310.1,0
639,Spain,Male,34,33950.08,0
540,Spain,Male,28,197588.32,0
766,France,Female,26,428.23,0
749,France,Female,26,34948.77,0
655,Germany,Male,32,82084.3,0
630,France,Male,33,64804.59,0
778,Germany,Female,33,83556.65,0
757,Germany,Female,30,71926.28,1
529,Spain,Female,39,122925.44,0
620,Spain,Male,29,13133.88,0
615,France,Female,61,62845.64,1
735,France,Female,25,28411.23,0
705,Spain,Female,47,28640.92,1
644,Spain,Female,46,156787.34,1
505,Germany,Female,37,125307.87,0
471,Germany,Male,23,131736.23,0
722,Spain,Female,50,128262.14,0
577,Spain,Female,39,91366.42,0
744,Spain,Male,44,82290.81,0
573,France,Female,30,66190.21,0
653,France,Female,32,23920.65,0
660,France,Female,31,45438.38,0
787,France,Male,46,93360.35,0
617,France,Male,41,14496.67,0
567,France,Male,39,168521.72,0
682,Spain,Female,64,103318.44,0
684,France,Male,35,87219.41,0
447,France,Male,41,197490.39,1
625,Germany,Female,49,126812.63,1
585,France,Male,36,94283.09,0
516,France,Female,42,46857.52,0
732,Germany,Female,45,81491.7,1
628,Germany,Male,40,129107.97,0
682,Spain,Female,48,49732.9,0
746,France,Male,25,88728.47,0
655,France,Female,60,86981.45,0
644,France,Female,39,3740.93,0
778,France,Male,34,67949.32,0
617,France,Female,35,147636.46,0
660,Germany,Male,35,188891.96,1
537,France,Male,47,25482.62,0
554,France,Female,39,18391.93,0
806,France,Male,31,140168.36,0
611,Germany,Male,37,161064.29,0
665,France,Female,37,183542.08,0
648,France,Female,37,194238.92,0
692,France,Male,27,7900.46,0
507,Spain,Male,46,51424.29,0
696,Germany,Male,49,152450.84,1
681,France,Male,34,55816.2,0
687,France,Female,26,32909.13,0
641,Spain,Male,40,100637.07,0
507,France,Female,33,142911.99,0
688,Spain,Female,46,26287.21,0
535,Germany,Male,38,60775.76,1
701,France,Male,41,146257.77,0
488,France,Male,43,28332,0
539,France,Female,29,100919.19,0
674,France,Male,45,102591.9,1
538,Spain,Male,40,25554.4,0
829,France,Female,22,152107.93,1
768,France,Male,54,69381.05,0
585,Spain,Female,44,101728.46,0
581,France,Male,31,89040.61,0
682,Germany,Female,35,16910.98,0
653,France,Male,38,150468.35,0
712,France,Female,30,177613.19,0
620,Germany,Female,34,120672.09,0
709,France,Male,42,77142.85,0
832,France,Male,61,127804.66,1
635,Spain,Male,38,158344.63,0
749,Spain,Female,43,167179.48,0
629,Spain,Male,32,15404.64,0
836,Spain,Female,41,156036.19,0
542,Spain,Male,34,144725.14,0
645,France,Female,45,22558.74,0
844,France,Female,29,147342.03,0
747,Germany,Male,37,85470.45,1
645,France,Male,40,194656.11,0
752,Spain,Female,36,48505.1,0
760,Spain,Female,41,101491.23,0
714,Germany,Female,45,164117.69,0
717,France,Male,50,124626.57,0
645,Germany,Male,28,34490.06,0
681,France,Male,32,90967.37,0
681,Germany,Female,44,24208.84,1
679,Germany,Female,37,174873.09,0
528,Spain,Male,23,170262.97,0
710,France,Female,31,112289.06,0
733,Germany,Male,39,93783,0
724,France,Female,32,150026.79,0
726,France,Female,34,102036.82,0
520,France,Male,30,898.51,0
556,France,Male,40,95124.4,0
579,France,Female,45,11514.39,0
674,France,Male,36,27468.72,0
570,France,Female,29,37092.43,0
631,France,Male,51,171587.9,0
623,Spain,Male,44,80828.78,0
665,France,Male,35,169287.99,0
523,Spain,Female,36,13197.44,0
706,Germany,Male,31,54439.53,0
619,France,Female,49,38186.85,0
593,Germany,Female,39,27274.6,1
608,Spain,Male,66,65758.19,0
526,France,Female,36,97767.63,0
684,Spain,Male,40,115468.84,1
604,Germany,Female,42,98293.14,0
636,Germany,Male,36,182059.28,0
669,Spain,Female,33,128538.05,0
624,France,Male,71,108841.83,0
631,France,Male,29,18581.84,0
753,France,Male,48,146821.42,0
588,France,Male,40,100727.68,0
